start,date,station_id,time,Commuter,Casual,Tourist/Visitor,Concession/Student
5776,2023-05-28,37,16:40:00,22.008731842041016,56.90327453613281,9.984823226928711,11.103168487548828
5777,2023-05-28,89,16:50:00,29.52926254272461,35.37263488769531,15.858314514160156,19.239784240722656
5778,2023-05-28,71,17:00:00,22.914470672607422,54.8170280456543,9.846845626831055,12.421655654907227
5779,2023-05-28,28,17:10:00,20.973237991333008,54.72079086303711,14.160399436950684,10.145575523376465
5780,2023-05-28,28,17:20:00,19.315000534057617,56.25288772583008,13.433182716369629,10.99892520904541
5781,2023-05-28,144,17:30:00,22.05377769470215,30.202831268310547,11.76932144165039,35.97407150268555
5782,2023-05-28,14,17:40:00,21.88724136352539,52.95538330078125,14.91291332244873,10.244452476501465
5783,2023-05-28,14,17:50:00,23.82490348815918,51.96772766113281,13.578176498413086,10.629190444946289
5784,2023-05-28,59,18:00:00,24.597867965698242,54.82725524902344,10.14293098449707,10.431944847106934
5785,2023-05-28,59,18:10:00,23.25014305114746,54.9766960144043,11.755983352661133,10.017176628112793
5786,2023-05-28,156,18:20:00,26.431732177734375,54.44677734375,9.288952827453613,9.832541465759277
5787,2023-05-28,14,18:30:00,22.18486785888672,52.66493225097656,15.159801483154297,9.990399360656738
5788,2023-05-28,145,18:40:00,27.414775848388672,41.08798599243164,16.55189323425293,14.945342063903809
5789,2023-05-28,71,18:50:00,22.879709243774414,55.58989715576172,9.919923782348633,11.6104736328125
5790,2023-05-28,71,19:00:00,23.407636642456055,55.474971771240234,10.993741989135742,10.12364387512207
5791,2023-05-28,71,19:10:00,24.342735290527344,55.386566162109375,9.188027381896973,11.082666397094727
5792,2023-05-28,44,19:20:00,22.749608993530273,53.459190368652344,14.091973304748535,9.69922924041748
5793,2023-05-28,147,19:30:00,27.139633178710938,50.76637268066406,11.237004280090332,10.856993675231934
5794,2023-05-28,14,19:40:00,24.18951988220215,52.425960540771484,13.22946548461914,10.155061721801758
5795,2023-05-28,71,19:50:00,25.4907283782959,55.5244026184082,9.429466247558594,9.555398941040039
5796,2023-05-28,156,20:00:00,22.306608200073242,55.19257736206055,11.718433380126953,10.782387733459473
5797,2023-05-28,149,20:10:00,17.13911247253418,64.62325286865234,9.123165130615234,9.114470481872559
5798,2023-05-28,44,20:20:00,22.902023315429688,54.893367767333984,12.542945861816406,9.661663055419922
5799,2023-05-28,147,20:30:00,24.983972549438477,53.583621978759766,9.59613037109375,11.836277961730957
5800,2023-05-28,156,20:40:00,20.681568145751953,59.706634521484375,9.784432411193848,9.82735538482666
5801,2023-05-28,65,20:50:00,21.08930778503418,51.23295974731445,17.70853614807129,9.969195365905762
5802,2023-05-28,149,21:00:00,22.67039680480957,59.36632537841797,8.45748233795166,9.5058012008667
5803,2023-05-28,55,21:10:00,23.12941551208496,57.80900955200195,9.256963729858398,9.804614067077637
5804,2023-05-28,156,21:20:00,17.41399383544922,62.28387451171875,10.277036666870117,10.025097846984863
5805,2023-05-28,53,21:30:00,20.421056747436523,59.24354934692383,10.269684791564941,10.065717697143555
5806,2023-05-28,158,21:40:00,19.835468292236328,55.36552810668945,15.528790473937988,9.270215034484863
5807,2023-05-28,150,21:50:00,19.6562442779541,59.61876678466797,11.168862342834473,9.556126594543457
5808,2023-05-28,44,22:00:00,24.67967987060547,53.689491271972656,11.825142860412598,9.805688858032227
5809,2023-05-28,158,22:10:00,19.788434982299805,60.153839111328125,8.461103439331055,11.596612930297852
5810,2023-05-28,159,22:20:00,16.20142936706543,65.23490905761719,9.36968994140625,9.193961143493652
5811,2023-05-28,141,22:30:00,28.705286026000977,47.50748062133789,11.29150390625,12.495723724365234
5812,2023-05-28,159,22:40:00,23.19641876220703,54.97222137451172,10.896225929260254,10.93513298034668
5813,2023-05-28,133,22:50:00,30.323863983154297,50.0180778503418,9.347443580627441,10.310620307922363
5814,2023-05-28,159,23:00:00,20.311874389648438,52.387779235839844,17.1679744720459,10.132370948791504
