epoch,train_loss,val_loss,lr,grad_norm_max,secs,improved,patience,timestamp,model
30,0.1236228389071894,0.1151332416786597,0.0003,0.3001399338245392,1.6,False,1,2026-07-29T07:32:10,LSTM
31,0.1234756390635783,0.1129340712431368,0.0003,0.2476159930229187,1.6,True,0,2026-07-29T07:32:12,LSTM
32,0.1232100832265812,0.1138270278307762,0.0003,0.2511215507984161,1.6,False,1,2026-07-29T07:32:13,LSTM
33,0.1230015988369564,0.1121695698699453,0.0003,0.2714126408100128,1.6,True,0,2026-07-29T07:32:15,LSTM
34,0.1228733539908796,0.1129399538040161,0.0003,0.2670678198337555,1.6,False,1,2026-07-29T07:32:17,LSTM
35,0.1226800510680282,0.1132717785517593,0.0003,0.2792836427688598,1.6,False,2,2026-07-29T07:32:18,LSTM
36,0.1226779395079874,0.111726212305027,0.0003,0.3512560129165649,1.7,True,0,2026-07-29T07:32:20,LSTM
37,0.122260371521934,0.1122170273664888,0.0003,0.2288449555635452,1.7,False,1,2026-07-29T07:32:22,LSTM
38,0.1220990512724761,0.1116254488108577,0.0003,0.2585736513137817,1.7,True,0,2026-07-29T07:32:24,LSTM
39,0.1216796742035792,0.1123685185070876,0.0003,0.2942801117897033,1.6,False,1,2026-07-29T07:32:25,LSTM
40,0.1217699436368523,0.1118793869493426,0.0003,0.2938377559185028,1.6,False,2,2026-07-29T07:32:27,LSTM
41,0.1214542423467059,0.1111342168443805,0.0003,0.2585670351982116,2.1,True,0,2026-07-29T07:32:29,LSTM
42,0.1213506168716556,0.1118891692341684,0.0003,0.3104001879692077,1.6,False,1,2026-07-29T07:32:31,LSTM
43,0.1210414775780269,0.110784755385184,0.0003,0.2532281279563904,1.7,True,0,2026-07-29T07:32:33,LSTM
44,0.1207214497930401,0.1107342245241442,0.0003,0.3714472353458404,1.7,True,0,2026-07-29T07:32:34,LSTM
45,0.1203875653691344,0.1106231314140361,0.0003,0.2255489826202392,1.8,True,0,2026-07-29T07:32:36,LSTM
46,0.1204419580789712,0.1113240715157199,0.0003,0.2908203899860382,1.7,False,1,2026-07-29T07:32:38,LSTM
47,0.1202022145737658,0.1103448638549217,0.0003,0.3890538811683655,1.7,True,0,2026-07-29T07:32:40,LSTM
48,0.1201322557998227,0.1102180818689393,0.0003,0.3236693441867828,1.7,True,0,2026-07-29T07:32:41,LSTM
49,0.1201037323736882,0.1100529139595372,0.0003,0.3089074790477752,1.7,True,0,2026-07-29T07:32:43,LSTM
50,0.1197064366314437,0.1105926732358696,0.0003,0.3665700554847717,1.7,False,1,2026-07-29T07:32:45,LSTM
51,0.1195570023177744,0.1097357059818702,0.0003,0.3285461366176605,1.7,True,0,2026-07-29T07:32:47,LSTM
52,0.1193434873452553,0.109734354192739,0.0003,0.2380197048187255,1.8,True,0,2026-07-29T07:32:49,LSTM
53,0.1193963626583854,0.1094455135228869,0.0003,0.354856789112091,1.8,True,0,2026-07-29T07:32:50,LSTM
54,0.1194124251440331,0.1101505638069503,0.0003,0.3253080248832702,1.7,False,1,2026-07-29T07:32:52,LSTM
55,0.1191681462984818,0.1094196814593378,0.0003,0.4178478717803955,1.7,True,0,2026-07-29T07:32:54,LSTM
56,0.1190247769539172,0.1090763031126378,0.0003,0.3141987025737762,1.7,True,0,2026-07-29T07:32:56,LSTM
57,0.1190667912855253,0.108556997440346,0.0003,0.2875351309776306,1.7,True,0,2026-07-29T07:32:58,LSTM
58,0.1192012503251924,0.1097698172370156,0.0003,0.3962512612342834,1.7,False,1,2026-07-29T07:32:59,LSTM
59,0.118960457598115,0.1086761713191703,0.0003,0.328543871641159,1.7,False,2,2026-07-29T07:33:01,LSTM
60,0.1189560931462508,0.1101310141384601,0.0003,0.3626289367675781,1.7,False,3,2026-07-29T07:33:03,LSTM
61,0.1186384693770618,0.1096407850938183,0.0003,0.2853213548660278,1.8,False,4,2026-07-29T07:33:05,LSTM
62,0.118804345026121,0.1101496666260473,0.0003,0.3361545205116272,1.7,False,5,2026-07-29T07:33:06,LSTM
63,0.1183972930187707,0.1090580600794855,0.0003,0.2787059545516968,1.7,False,6,2026-07-29T07:33:08,LSTM
64,0.1182580192337979,0.1086815515389809,0.00015,0.275285929441452,1.7,False,7,2026-07-29T07:33:10,LSTM
65,0.1180052922649698,0.1090988039069778,0.00015,0.3091410100460052,1.7,False,8,2026-07-29T07:33:11,LSTM
66,0.1179921139891331,0.107874137195912,0.00015,0.411190390586853,1.7,True,0,2026-07-29T07:33:13,LSTM
67,0.1179078707655707,0.108157632115123,0.00015,0.544061541557312,1.6,False,1,2026-07-29T07:33:15,LSTM
68,0.1178212565380138,0.1079659643327141,0.00015,0.4272559881210327,1.7,False,2,2026-07-29T07:33:17,LSTM
69,0.1178181389530936,0.1076207426632498,0.00015,0.3243016600608825,1.8,True,0,2026-07-29T07:33:18,LSTM
70,0.1176557426269237,0.1083866887122065,0.00015,inf,1.7,False,1,2026-07-29T07:33:20,LSTM
71,0.1175460845887006,0.1083317000705462,0.00015,0.298611044883728,1.6,False,2,2026-07-29T07:33:22,LSTM
72,0.1176379359030461,0.1083364836707874,0.00015,0.3450097441673279,1.6,False,3,2026-07-29T07:33:24,LSTM
73,0.1177322313844502,0.1084624550581633,0.00015,0.4699488580226898,1.6,False,4,2026-07-29T07:33:25,LSTM
74,0.1175357723629081,0.1088016967770162,0.00015,0.3759518563747406,1.6,False,5,2026-07-29T07:33:27,LSTM
75,0.1174819256578173,0.107691955762905,0.00015,0.4048895239830017,1.6,False,6,2026-07-29T07:33:29,LSTM
76,0.1175351443035262,0.107745823501558,7.5e-05,0.4218579232692718,1.7,False,7,2026-07-29T07:33:30,LSTM
77,0.1172016309021593,0.1078606022747008,7.5e-05,0.2731518149375915,1.7,False,8,2026-07-29T07:33:32,LSTM
78,0.1171975872346333,0.1074041954681768,7.5e-05,0.3342965245246887,1.7,True,0,2026-07-29T07:33:34,LSTM
79,0.1171171806015811,0.1075902949650209,7.5e-05,0.2856106460094452,1.6,False,1,2026-07-29T07:33:36,LSTM
0,0.2107040955470158,0.1317412976052734,0.0003,0.9959810376167296,3.9,True,0,2026-07-29T07:33:42,TCN
1,0.1545044848552117,0.1232754321216226,0.0003,0.2405087947845459,3.0,True,0,2026-07-29T07:33:45,TCN
2,0.1448120836373214,0.1203913288293304,0.0003,0.2176022976636886,3.0,True,0,2026-07-29T07:33:48,TCN
3,0.139374793099833,0.1187433396148812,0.0003,0.1708060055971145,2.9,True,0,2026-07-29T07:33:51,TCN
4,0.1355214149414838,0.1162778381462935,0.0003,0.1942042112350464,2.9,True,0,2026-07-29T07:33:54,TCN
5,0.1322532767122918,0.1145716167495145,0.0003,0.1608679145574569,2.9,True,0,2026-07-29T07:33:57,TCN
6,0.1303564061830332,0.114439756988169,0.0003,0.1858178079128265,3.0,True,0,2026-07-29T07:34:00,TCN
7,0.1285569441187512,0.113154277983275,0.0003,0.1725858449935913,3.0,True,0,2026-07-29T07:34:03,TCN
8,0.126942756313544,0.1120497577792995,0.0003,0.1432665288448333,2.9,True,0,2026-07-29T07:34:06,TCN
9,0.1257702765556482,0.1108668400691105,0.0003,0.1394814401865005,3.0,True,0,2026-07-29T07:34:09,TCN
10,0.1249864340319738,0.1102676273292892,0.0003,0.1457730680704116,3.0,True,0,2026-07-29T07:34:12,TCN
11,0.1241575993024386,0.1102987201167987,0.0003,0.1561255902051925,3.0,False,1,2026-07-29T07:34:15,TCN
12,0.1236331337919602,0.1092950398777867,0.0003,0.1730072051286697,3.0,True,0,2026-07-29T07:34:18,TCN
13,0.1228206398722889,0.1093328114148679,0.0003,0.1976674199104309,2.9,False,1,2026-07-29T07:34:21,TCN
14,0.1221273854538634,0.1088076532296427,0.0003,0.1929303258657455,3.0,True,0,2026-07-29T07:34:24,TCN
15,0.1220850500104191,0.1084181149746035,0.0003,0.1511216759681701,3.0,True,0,2026-07-29T07:34:27,TCN
16,0.1211567670270636,0.1080555132293439,0.0003,0.2022611647844314,3.0,True,0,2026-07-29T07:34:30,TCN
17,0.1209430221345398,0.1075154652634819,0.0003,0.1689859181642532,3.0,True,0,2026-07-29T07:34:33,TCN
18,0.1205884759242718,0.1071624821358984,0.0003,0.2272433936595916,3.0,True,0,2026-07-29T07:34:37,TCN
19,0.1203763837670231,0.1082887235251101,0.0003,0.140943169593811,2.9,False,1,2026-07-29T07:34:40,TCN
20,0.1199988821869368,0.1066780950014407,0.0003,0.1622729003429412,3.0,True,0,2026-07-29T07:34:43,TCN
21,0.1194335428240535,0.1078296268952416,0.0003,0.1287970840930938,3.0,False,1,2026-07-29T07:34:46,TCN
22,0.1193093223886175,0.1066376210323401,0.0003,0.1631097644567489,3.0,True,0,2026-07-29T07:34:49,TCN
23,0.1193343891219778,0.1060988487532505,0.0003,0.2067982107400894,3.0,True,0,2026-07-29T07:34:52,TCN
24,0.1187588770310957,0.1069759794070825,0.0003,0.1488390415906906,2.9,False,1,2026-07-29T07:34:55,TCN
25,0.1186074367918811,0.1064703702353514,0.0003,0.1559680849313736,3.0,False,2,2026-07-29T07:34:58,TCN
26,0.1184192705940414,0.1055602773942135,0.0003,0.1383983343839645,3.0,True,0,2026-07-29T07:35:01,TCN
27,0.1180750337275829,0.1054605835905442,0.0003,0.1472682952880859,3.0,True,0,2026-07-29T07:35:04,TCN
28,0.1180927023455336,0.1061736377222197,0.0003,0.1594407558441162,2.9,False,1,2026-07-29T07:35:07,TCN
29,0.1178160945137778,0.1047388256251157,0.0003,0.1626059263944625,3.0,True,0,2026-07-29T07:35:10,TCN
30,0.1175706746159019,0.106992813789255,0.0003,0.1512102633714676,3.0,False,1,2026-07-29T07:35:13,TCN
31,0.1177021218033937,0.1051092997684583,0.0003,0.145291730761528,2.9,False,2,2026-07-29T07:35:16,TCN
32,0.1174036625813651,0.1049415452385341,0.0003,0.1398222595453262,2.9,False,3,2026-07-29T07:35:19,TCN
33,0.1170078438880679,0.1041087452117558,0.0003,0.14591746032238,3.0,True,0,2026-07-29T07:35:22,TCN
34,0.1169512094377161,0.1053616723025238,0.0003,0.140804648399353,3.0,False,1,2026-07-29T07:35:25,TCN
35,0.1167244669664037,0.1038771887401958,0.0003,0.1572233289480209,3.0,True,0,2026-07-29T07:35:28,TCN
36,0.1166093273968487,0.1047298484942415,0.0003,0.1737418323755264,2.9,False,1,2026-07-29T07:35:31,TCN
37,0.1165419338004929,0.1043357674728383,0.0003,0.1483200043439865,2.9,False,2,2026-07-29T07:35:34,TCN
38,0.1165089008244839,0.1051831764916142,0.0003,0.1746859550476074,2.9,False,3,2026-07-29T07:35:37,TCN
39,0.1163339285405127,0.1042139626384436,0.0003,0.1457397490739822,3.0,False,4,2026-07-29T07:35:40,TCN
40,0.1161329538612575,0.1038537901099566,0.0003,0.1567194014787674,3.0,True,0,2026-07-29T07:35:43,TCN
41,0.1160034113532894,0.1040772191033913,0.0003,0.1317080110311508,2.9,False,1,2026-07-29T07:35:46,TCN
42,0.1157707261515187,0.1036887571297504,0.0003,0.1768929362297058,3.0,True,0,2026-07-29T07:35:49,TCN
43,0.1154908229689021,0.1043780567636201,0.0003,0.1682872325181961,2.9,False,1,2026-07-29T07:35:52,TCN
44,0.1157565331066047,0.1036422781564377,0.0003,0.1611692458391189,3.0,True,0,2026-07-29T07:35:55,TCN
45,0.1155788453234421,0.1033489129782378,0.0003,0.1397999823093414,3.0,True,0,2026-07-29T07:35:58,TCN
46,0.115405877655024,0.1037330388367831,0.0003,0.1201393753290176,2.9,False,1,2026-07-29T07:36:01,TCN
47,0.1154602360758152,0.1042183758383923,0.0003,0.2020373940467834,2.9,False,2,2026-07-29T07:36:04,TCN
48,0.1152101313838591,0.1030334585069955,0.0003,0.1367864459753036,3.0,True,0,2026-07-29T07:36:07,TCN
49,0.1153696109632869,0.1036523167084861,0.0003,0.166345328092575,2.9,False,1,2026-07-29T07:36:10,TCN
50,0.1149632627492422,0.1029742919727341,0.0003,0.1654174625873565,3.0,True,0,2026-07-29T07:36:13,TCN
51,0.1151422845793294,0.1035771686788443,0.0003,0.1721784621477127,2.9,False,1,2026-07-29T07:36:16,TCN
52,0.1152068492966693,0.1038693995675542,0.0003,0.1343933641910553,2.9,False,2,2026-07-29T07:36:19,TCN
53,0.1147451521276117,0.1032143556154691,0.0003,0.139290302991867,3.0,False,3,2026-07-29T07:36:22,TCN
54,0.1147364790131757,0.1057471835596875,0.0003,0.1624893844127655,2.9,False,4,2026-07-29T07:36:25,TCN
55,0.1147805829952051,0.1034701498491423,0.0003,0.1641806811094284,2.9,False,5,2026-07-29T07:36:28,TCN
56,0.1147568667491713,0.104718761989376,0.0003,0.1384765952825546,2.9,False,6,2026-07-29T07:36:31,TCN
57,0.1145507698858177,0.1029552045677389,0.0003,0.1343281269073486,3.0,True,0,2026-07-29T07:36:34,TCN
58,0.1142334069524492,0.103293538912312,0.0003,0.1396880000829696,2.9,False,1,2026-07-29T07:36:37,TCN
59,0.1144065882969688,0.102365822991827,0.0003,0.1968252956867218,2.9,True,0,2026-07-29T07:36:40,TCN
60,0.1143634152936411,0.1029768772013894,0.0003,0.1658120900392532,2.9,False,1,2026-07-29T07:36:43,TCN
61,0.1141079521768695,0.1025379235436628,0.0003,0.1285540014505386,2.9,False,2,2026-07-29T07:36:46,TCN
62,0.1144168932686795,0.1024902318450775,0.0003,0.1882618516683578,3.0,False,3,2026-07-29T07:36:49,TCN
63,0.1140436302829574,0.1028813723024431,0.0003,0.1399251520633697,2.9,False,4,2026-07-29T07:36:52,TCN
64,0.1138922326676138,0.102635318843218,0.0003,0.127783328294754,2.9,False,5,2026-07-29T07:36:55,TCN
65,0.1141248732477754,0.1027342725831728,0.0003,0.1512277573347091,2.9,False,6,2026-07-29T07:36:58,TCN
66,0.1141050308124049,0.1018522067793778,0.0003,0.151589885354042,3.0,True,0,2026-07-29T07:37:01,TCN
67,0.113812857735288,0.1022792513799536,0.0003,0.1611919701099395,3.0,False,1,2026-07-29T07:37:04,TCN
68,0.1138033068605831,0.1020677812643103,0.0003,0.1631462275981903,2.9,False,2,2026-07-29T07:37:07,TCN
69,0.1137636590462464,0.1022745850240136,0.0003,0.1479371488094329,2.9,False,3,2026-07-29T07:37:10,TCN
70,0.1138624411362868,0.1024762931187729,0.0003,0.1790352314710617,2.9,False,4,2026-07-29T07:37:13,TCN
71,0.1135792061359017,0.1043510909427653,0.0003,0.1205513626337051,2.9,False,5,2026-07-29T07:37:16,TCN
72,0.1138481957244349,0.102413380989334,0.0003,0.1659426391124725,2.9,False,6,2026-07-29T07:37:19,TCN
73,0.113487288241203,0.1014494950790981,0.0003,0.1480825990438461,3.0,True,0,2026-07-29T07:37:22,TCN
74,0.1136051649739454,0.1022099302365229,0.0003,0.1480548679828643,2.9,False,1,2026-07-29T07:37:25,TCN
75,0.1134190264966461,0.1028281449862233,0.0003,0.1517563164234161,2.9,False,2,2026-07-29T07:37:28,TCN
76,0.1135616224873197,0.1023372272131862,0.0003,0.1758565455675125,3.0,False,3,2026-07-29T07:37:31,TCN
77,0.1133065346669364,0.1028600550041748,0.0003,0.1384566873311996,2.9,False,4,2026-07-29T07:37:34,TCN
78,0.113441125180695,0.1014641287971983,0.0003,0.1401921212673187,2.9,False,5,2026-07-29T07:37:37,TCN
79,0.1132118120134531,0.1028488650099261,0.0003,0.130150556564331,2.9,False,6,2026-07-29T07:37:40,TCN
0,0.2373015100484365,0.1727765184509885,0.0003,0.1698495000600814,5.9,True,0,2026-07-29T07:37:48,ConvLSTM
1,0.1652788001429903,0.1318027215835812,0.0003,0.2382652163505554,1.6,True,0,2026-07-29T07:37:49,ConvLSTM
2,0.1374596116798264,0.1216013567870134,0.0003,0.3251839876174927,1.5,True,0,2026-07-29T07:37:51,ConvLSTM
3,0.1298473388447866,0.1180419982052766,0.0003,0.2464650124311447,1.5,True,0,2026-07-29T07:37:52,ConvLSTM
4,0.1264259912482984,0.1154736429452896,0.0003,0.2964809834957123,1.5,True,0,2026-07-29T07:37:54,ConvLSTM
5,0.1244223477257477,0.1139349139571844,0.0003,0.3428195118904114,1.6,True,0,2026-07-29T07:37:56,ConvLSTM
6,0.1226761227289399,0.1120360791683197,0.0003,0.2800716757774353,1.9,True,0,2026-07-29T07:37:58,ConvLSTM
7,0.1216822145731894,0.1128506134827058,0.0003,0.2793996930122375,1.9,False,1,2026-07-29T07:37:59,ConvLSTM
8,0.1205308745850573,0.1107218944682524,0.0003,0.3542125523090362,1.5,True,0,2026-07-29T07:38:01,ConvLSTM
9,0.1197205453292354,0.1095631281016292,0.0003,0.3064669072628021,1.5,True,0,2026-07-29T07:38:03,ConvLSTM
10,0.1188207153763089,0.1090300411067821,0.0003,0.3299461007118225,1.4,True,0,2026-07-29T07:38:04,ConvLSTM
11,0.1183001323060675,0.108090572141029,0.0003,0.399758368730545,1.5,True,0,2026-07-29T07:38:06,ConvLSTM
12,0.1180172051210979,0.1076294847733371,0.0003,0.3050175011157989,1.4,True,0,2026-07-29T07:38:07,ConvLSTM
13,0.1173860387160227,0.1076420694180242,0.0003,0.3834124207496643,1.4,False,1,2026-07-29T07:38:09,ConvLSTM
14,0.1166774017142725,0.1072799147894749,0.0003,0.247502788901329,1.8,True,0,2026-07-29T07:38:10,ConvLSTM
15,0.1164240808604837,0.1069700899687442,0.0003,0.4409539401531219,1.9,True,0,2026-07-29T07:38:12,ConvLSTM
16,0.1161530825954217,0.1068698128091765,0.0003,0.3307301700115204,1.7,True,0,2026-07-29T07:38:14,ConvLSTM
17,0.115593721971407,0.1055784594717916,0.0003,0.3286719620227813,1.5,True,0,2026-07-29T07:38:16,ConvLSTM
18,0.1151878377893468,0.1064115707445275,0.0003,0.3004519343376159,1.4,False,1,2026-07-29T07:38:17,ConvLSTM
19,0.1151987851484791,0.1053234778017133,0.0003,0.4684192538261413,1.5,True,0,2026-07-29T07:38:19,ConvLSTM
20,0.114539673089326,0.1046324337085524,0.0003,0.3336407244205475,1.5,True,0,2026-07-29T07:38:20,ConvLSTM
21,0.1142796196452863,0.1046392550016497,0.0003,0.3272724747657776,1.5,False,1,2026-07-29T07:38:22,ConvLSTM
22,0.1137877882181943,0.1041290558219611,0.0003,0.324923425912857,1.5,True,0,2026-07-29T07:38:23,ConvLSTM
23,0.1133957105678516,0.1063388347789481,0.0003,0.4948611557483673,1.9,False,1,2026-07-29T07:38:25,ConvLSTM
24,0.1133440919466071,0.1034041405297242,0.0003,0.390339195728302,2.0,True,0,2026-07-29T07:38:27,ConvLSTM
25,0.1129697793787652,0.105309214074533,0.0003,0.5116557478904724,1.4,False,1,2026-07-29T07:38:29,ConvLSTM
26,0.1127365667905126,0.1032622897035473,0.0003,0.3744522929191589,1.5,True,0,2026-07-29T07:38:30,ConvLSTM
27,0.1120255171433909,0.1025528066105895,0.0003,0.3206673860549927,1.5,True,0,2026-07-29T07:38:32,ConvLSTM
28,0.1118361922247069,0.1038199037640959,0.0003,0.601330041885376,1.4,False,1,2026-07-29T07:38:33,ConvLSTM
29,0.1117751795184481,0.1017687516798684,0.0003,0.4058994054794311,1.4,True,0,2026-07-29T07:38:35,ConvLSTM
30,0.1111244277312205,0.1038104888502058,0.0003,0.5667009353637695,1.4,False,1,2026-07-29T07:38:36,ConvLSTM
31,0.1112518306944396,0.1016602725363694,0.0003,0.5036373734474182,1.7,True,0,2026-07-29T07:38:38,ConvLSTM
32,0.1106790183009682,0.1025724223927482,0.0003,0.4272553324699402,1.9,False,1,2026-07-29T07:38:40,ConvLSTM
33,0.1104139338155369,0.1004587942836703,0.0003,0.4210713505744934,1.9,True,0,2026-07-29T07:38:42,ConvLSTM
34,0.1102132572741299,0.1010655016935133,0.0003,0.4801380038261413,1.4,False,1,2026-07-29T07:38:43,ConvLSTM
35,0.1100315370729991,0.1008090062455816,0.0003,0.5133405327796936,1.4,False,2,2026-07-29T07:38:45,ConvLSTM
36,0.1098516379083905,0.1002394724841956,0.0003,0.4507390856742859,1.5,True,0,2026-07-29T07:38:46,ConvLSTM
37,0.109349381678052,0.1004914866535218,0.0003,0.5049899220466614,1.4,False,1,2026-07-29T07:38:48,ConvLSTM
38,0.1092666729793443,0.0998820771800947,0.0003,0.4475606083869934,1.5,True,0,2026-07-29T07:38:49,ConvLSTM
39,0.1090563544532755,0.1002833330287383,0.0003,0.6305785179138184,1.5,False,1,2026-07-29T07:38:51,ConvLSTM
40,0.1086656606131857,0.0992509558141886,0.0003,0.4541960656642914,1.8,True,0,2026-07-29T07:38:53,ConvLSTM
41,0.1085936897076093,0.0990967085728278,0.0003,0.4698608219623565,1.9,True,0,2026-07-29T07:38:55,ConvLSTM
42,0.1083423607296996,0.0990777601088796,0.0003,0.5257485508918762,1.6,True,0,2026-07-29T07:38:56,ConvLSTM
43,0.1079867561767389,0.0985293287251676,0.0003,0.466623455286026,1.4,True,0,2026-07-29T07:38:58,ConvLSTM
44,0.1077985418366861,0.0987154965053547,0.0003,0.8600821495056152,1.4,False,1,2026-07-29T07:38:59,ConvLSTM
45,0.1074326844824539,0.0987379130508218,0.0003,0.3952133655548095,1.4,False,2,2026-07-29T07:39:01,ConvLSTM
46,0.1074261344723649,0.098572820506908,0.0003,0.6028039455413818,1.4,False,3,2026-07-29T07:39:02,ConvLSTM
47,0.1070772084724772,0.0993611652936254,0.0003,0.6514436602592468,1.4,False,4,2026-07-29T07:39:03,ConvLSTM
48,0.107290300988889,0.0978956843961726,0.0003,0.5722967386245728,1.5,True,0,2026-07-29T07:39:05,ConvLSTM
49,0.1069636249443986,0.0994777884539012,0.0003,0.5977752208709717,1.9,False,1,2026-07-29T07:39:07,ConvLSTM
50,0.1067785974714782,0.0982166246234715,0.0003,0.6476402878761292,2.0,False,2,2026-07-29T07:39:09,ConvLSTM
51,0.1062956677688347,0.0976933067316537,0.0003,0.3804263770580292,1.4,True,0,2026-07-29T07:39:11,ConvLSTM
52,0.1061459240841341,0.0975090966119871,0.0003,0.481192409992218,1.5,True,0,2026-07-29T07:39:12,ConvLSTM
53,0.1066987990350513,0.0978485448592966,0.0003,inf,1.5,False,1,2026-07-29T07:39:14,ConvLSTM
54,0.1060651250920453,0.0978470386548356,0.0003,0.4698807299137115,1.5,False,2,2026-07-29T07:39:15,ConvLSTM
55,0.1062666756274935,0.0969925653803479,0.0003,0.8973764777183533,1.5,True,0,2026-07-29T07:39:17,ConvLSTM
56,0.1056342277225557,0.0971152273590093,0.0003,0.5273033976554871,1.4,False,1,2026-07-29T07:39:18,ConvLSTM
57,0.1055322798726322,0.0963961909023615,0.0003,0.4802739322185516,1.7,True,0,2026-07-29T07:39:20,ConvLSTM
58,0.10543646301542,0.0983859445940662,0.0003,0.526277482509613,1.9,False,1,2026-07-29T07:39:22,ConvLSTM
59,0.1053761082527401,0.0966465254979474,0.0003,0.6147375106811523,1.7,False,2,2026-07-29T07:39:24,ConvLSTM
60,0.105064567890796,0.0966682751345765,0.0003,0.5031657218933105,1.5,False,3,2026-07-29T07:39:25,ConvLSTM
61,0.1047875456757597,0.096920705390173,0.0003,0.7174000144004822,1.4,False,4,2026-07-29T07:39:27,ConvLSTM
62,0.1054120856490763,0.0961228324980526,0.0003,0.7627595663070679,1.5,True,0,2026-07-29T07:39:28,ConvLSTM
63,0.1049214822905404,0.0972475005047661,0.0003,0.4297671914100647,1.5,False,1,2026-07-29T07:39:30,ConvLSTM
64,0.1046336856517163,0.0955228998356468,0.0003,0.5429381728172302,1.4,True,0,2026-07-29T07:39:31,ConvLSTM
65,0.1044091252016497,0.0974206850342043,0.0003,0.4317280650138855,1.5,False,1,2026-07-29T07:39:33,ConvLSTM
66,0.1044259580773311,0.0951121096182,0.0003,0.6011542677879333,1.9,True,0,2026-07-29T07:39:35,ConvLSTM
67,0.1041191532716646,0.0959413135117226,0.0003,0.5991563200950623,2.0,False,1,2026-07-29T07:39:37,ConvLSTM
68,0.1040858407760714,0.0949511663108081,0.0003,0.500040590763092,1.6,True,0,2026-07-29T07:39:38,ConvLSTM
69,0.1038661218115261,0.0947863808372518,0.0003,0.4066500663757324,1.5,True,0,2026-07-29T07:39:40,ConvLSTM
70,0.1036122220721873,0.0949781440853417,0.0003,0.5122277140617371,1.5,False,1,2026-07-29T07:39:41,ConvLSTM
71,0.1034674536887106,0.0953523952636744,0.0003,0.4606835842132568,1.5,False,2,2026-07-29T07:39:43,ConvLSTM
72,0.1034975796774193,0.0954078595553125,0.0003,0.4472915530204773,1.5,False,3,2026-07-29T07:39:44,ConvLSTM
73,0.1036409902703631,0.0955856532104067,0.0003,inf,1.5,False,4,2026-07-29T07:39:46,ConvLSTM
74,0.103297284572989,0.0948422545833247,0.0003,0.4561525881290436,1.6,False,5,2026-07-29T07:39:48,ConvLSTM
75,0.1030785465797225,0.0948437043762469,0.0003,0.5910717248916626,1.9,False,6,2026-07-29T07:39:50,ConvLSTM
76,0.1031698739135658,0.0947048858544983,0.0003,0.5665165185928345,1.9,True,0,2026-07-29T07:39:52,ConvLSTM
77,0.1032431699581198,0.095168667098323,0.0003,0.5193155407905579,1.5,False,1,2026-07-29T07:39:53,ConvLSTM
78,0.1027437844610476,0.0942009369341226,0.0003,0.3919673562049866,1.4,True,0,2026-07-29T07:39:55,ConvLSTM
79,0.1029532797388978,0.095390214492659,0.0003,0.593299925327301,1.4,False,1,2026-07-29T07:39:56,ConvLSTM
0,0.2273307560564397,0.1630282237470805,0.0003,0.1412092298269271,3.3,True,0,2026-07-29T07:40:01,SVR-LSTM
1,0.1593004213912146,0.1360811128557383,0.0003,0.1461858302354812,5.9,True,0,2026-07-29T07:40:07,SVR-LSTM
2,0.1436558167358021,0.1286215112432018,0.0003,0.1395410895347595,3.0,True,0,2026-07-29T07:40:10,SVR-LSTM
3,0.1382088256570009,0.1261975106957194,0.0003,0.1475065499544143,3.0,True,0,2026-07-29T07:40:13,SVR-LSTM
4,0.1357544000004674,0.1250667155280218,0.0003,0.1690193712711334,3.0,True,0,2026-07-29T07:40:17,SVR-LSTM
5,0.1341758902911301,0.1239287088942396,0.0003,0.1363991498947143,6.2,True,0,2026-07-29T07:40:23,SVR-LSTM
6,0.1330847831872793,0.1229542057429041,0.0003,0.1295411735773086,3.0,True,0,2026-07-29T07:40:26,SVR-LSTM
7,0.1321690226976688,0.1232153084333781,0.0003,0.1299921423196792,3.0,False,1,2026-07-29T07:40:29,SVR-LSTM
8,0.1314693118517215,0.1215684302151203,0.0003,0.1389848291873932,3.0,True,0,2026-07-29T07:40:32,SVR-LSTM
9,0.1308312351887042,0.1210046442082295,0.0003,0.1628108471632003,6.1,True,0,2026-07-29T07:40:38,SVR-LSTM
10,0.1303020309943419,0.1204047885488022,0.0003,0.1295888274908065,3.1,True,0,2026-07-29T07:40:41,SVR-LSTM
11,0.1298360773167767,0.1198372442152474,0.0003,0.1238291934132576,3.0,True,0,2026-07-29T07:40:44,SVR-LSTM
12,0.1295507135954532,0.1195833712898113,0.0003,0.1210411936044693,3.0,True,0,2026-07-29T07:40:47,SVR-LSTM
13,0.1290952129023415,0.1196401322280967,0.0003,0.2015778422355651,6.2,False,1,2026-07-29T07:40:53,SVR-LSTM
14,0.1286599055096343,0.1192778826660507,0.0003,0.1157586872577667,3.0,True,0,2026-07-29T07:40:57,SVR-LSTM
15,0.1285045130239738,0.1186817860292209,0.0003,0.168399691581726,3.0,True,0,2026-07-29T07:41:00,SVR-LSTM
16,0.1281238242820069,0.1184550931902377,0.0003,0.156191810965538,2.9,True,0,2026-07-29T07:41:03,SVR-LSTM
17,0.1278234916073935,0.1180046255608181,0.0003,0.1385699659585952,6.1,True,0,2026-07-29T07:41:09,SVR-LSTM
18,0.1275475648242038,0.1178536429837509,0.0003,0.14900603890419,3.0,True,0,2026-07-29T07:41:12,SVR-LSTM
